date,sales
2024-03-19,161.94298062179536
2024-03-20,146.5418998661949
2024-03-21,146.77502039715293
2024-03-22,125.6844424148787
2024-03-23,127.1210624311968
2024-03-24,127.08421500208303
2024-03-25,142.50672528810884
2024-03-26,157.03990700336763
2024-03-27,157.2101727146727
2024-03-28,150.58681668170317
2024-03-29,138.92139526447474
2024-03-30,128.60377138053624
2024-03-31,127.68008840308443
2024-04-01,142.55080703318703
2024-04-02,159.52370326087953
2024-04-03,150.565840901412
2024-04-04,150.21055727157298
2024-04-05,132.06104206265172
2024-04-06,122.28125298873395
2024-04-07,123.24988219812535
2024-04-08,146.37562750650588
2024-04-09,161.18414070519586
2024-04-10,168.8829924438729
2024-04-11,153.64301116280356
2024-04-12,130.40148997254536
2024-04-13,123.88607152054475
2024-04-14,121.74371239234621
2024-04-15,154.4145939841052
2024-04-16,159.43878872208109
2024-04-17,160.6388614262104
2024-04-18,162.19288532815804
2024-04-19,132.96408884273498
2024-04-20,128.31139709301297
2024-04-21,125.75914840111449
2024-04-22,149.6452593140378
2024-04-23,161.25892836805232
2024-04-24,165.17060067015473
2024-04-25,150.03702937391287
2024-04-26,139.7928319723095
2024-04-27,127.00342522561536
2024-04-28,127.9996715196042
2024-04-29,148.60404252440281
2024-04-30,152.2475060295236
2024-05-01,152.66803930514735
2024-05-02,165.6711975420644
2024-05-03,132.7216732615825
2024-05-04,116.25228703460138
2024-05-05,125.43490748790795
2024-05-06,134.92812744572106
2024-05-07,164.1775761850313
2024-05-08,168.9539668520023
2024-05-09,143.46665829422233
2024-05-10,125.98384580763563
2024-05-11,110.99355636410206
2024-05-12,124.0134127200196
2024-05-13,145.6267603695105
2024-05-14,155.3720306762613
2024-05-15,159.52809771680876
2024-05-16,155.4016625469945
2024-05-17,141.18092916893931
2024-05-18,113.28362816524171
2024-05-19,121.2888845220569
2024-05-20,139.83254960752691
2024-05-21,159.23268083705665
2024-05-22,162.03913376507512
2024-05-23,141.9179180710234
2024-05-24,133.04859827425744
2024-05-25,112.86416875227543
2024-05-26,126.45233350912778
2024-05-27,142.11612044210622
2024-05-28,152.29318210645266
2024-05-29,154.74359194701572
2024-05-30,147.17292542885687
2024-05-31,137.27069784568198
2024-06-01,119.24560371727875
2024-06-02,121.95163804295507
2024-06-03,138.68136233054622
2024-06-04,152.58132089676837
2024-06-05,152.1354360843987
2024-06-06,141.8692669965378
2024-06-07,122.88253090221869
2024-06-08,108.82041988386506
2024-06-09,118.92523072017477
2024-06-10,126.51668168814706
2024-06-11,153.03143603181812
2024-06-12,156.86684571660166
2024-06-13,147.78518312284288
2024-06-14,118.92172752787121
2024-06-15,108.79616309967403
2024-06-16,113.78745596182293
2024-06-17,135.3514230876576
2024-06-18,151.76417805228496
2024-06-19,146.96762297937866
2024-06-20,141.33262493598494
2024-06-21,120.15646101210116
2024-06-22,111.35945390502661
2024-06-23,110.52787459780913
2024-06-24,136.24518035953523
2024-06-25,147.0173665113199
2024-06-26,146.62227654575324
2024-06-27,138.81666934693536
2024-06-28,117.34282806939714
2024-06-29,108.0974465898677
2024-06-30,110.59744925598565
2024-07-01,125.1386973550445
2024-07-02,134.1085742511987
2024-07-03,149.69050319277034
2024-07-04,140.333331193388
2024-07-05,107.07019343237786
2024-07-06,111.35191725192003
2024-07-07,117.74124939195185
2024-07-08,128.21114594281832
2024-07-09,138.8359766630051
2024-07-10,147.10439351094172
2024-07-11,123.51325784128628
2024-07-12,120.18619194427237
2024-07-13,104.03331603171546
2024-07-14,113.49495698693218
2024-07-15,116.50987947950911
2024-07-16,135.93655740677335
2024-07-17,142.09648140496725
2024-07-18,129.06789582454076
2024-07-19,115.93290497383019
2024-07-20,91.98213030274904
2024-07-21,102.2942211778411
2024-07-22,128.16227370068646
2024-07-23,141.0891571761176
2024-07-24,133.44838673345575
2024-07-25,122.81159988068897
2024-07-26,109.82668972119126
2024-07-27,106.07464269198692
2024-07-28,102.55791130603745
2024-07-29,112.41686253033775
2024-07-30,131.44577688355702
2024-07-31,130.30917487699452
2024-08-01,126.3523033274227
2024-08-02,102.7606058122941
2024-08-03,91.35007304204987
2024-08-04,89.04740291187093
2024-08-05,111.53602224992363
2024-08-06,124.16299694226379
2024-08-07,129.36430794692527
2024-08-08,123.17162631466904
2024-08-09,106.81019666998341
2024-08-10,93.7233606423399
2024-08-11,99.86240397715277
2024-08-12,117.74046584937287
2024-08-13,135.4009433786214
2024-08-14,130.1894774218907
2024-08-15,111.57775752722212
2024-08-16,95.4398160062204
2024-08-17,81.36340955522604
2024-08-18,96.44102108947175
2024-08-19,108.2728021114505
2024-08-20,136.54323367163275
2024-08-21,129.633119686754
2024-08-22,111.70312832411108
2024-08-23,101.81382584062654
2024-08-24,91.53719397136639
2024-08-25,94.06582473168743
2024-08-26,109.78648856670242
2024-08-27,121.77676097585464
2024-08-28,128.3192319858855
2024-08-29,102.62764404665165
2024-08-30,95.06812884030703
2024-08-31,89.04160893721892
2024-09-01,92.53405672921855
2024-09-02,107.5720061463768
2024-09-03,118.91599391341765
2024-09-04,126.81454519785575
2024-09-05,115.18532514506957
2024-09-06,100.91865474734209
2024-09-07,85.07972564611474
2024-09-08,93.04650652336092
2024-09-09,112.20325300833274
2024-09-10,122.89257393258625
2024-09-11,130.67133176369694
2024-09-12,112.25013380953138
2024-09-13,101.00147586273494
2024-09-14,84.26572301353151
2024-09-15,94.59375849031335
2024-09-16,105.65370728830408
2024-09-17,113.37808895136041
2024-09-18,127.73910325817309
2024-09-19,107.7978696575855
2024-09-20,95.17251542613178
2024-09-21,77.67640205818505
2024-09-22,88.75824529239254
2024-09-23,103.86008520828764
2024-09-24,121.89762977601774
2024-09-25,122.82283040623733
2024-09-26,121.39027867985558
2024-09-27,98.48494997927746
2024-09-28,82.9777158574336
2024-09-29,95.03184077549489
2024-09-30,107.76940847613464
2024-10-01,135.2398928450781
2024-10-02,125.76758009344296
2024-10-03,125.40444158436289
2024-10-04,104.70546087170474
2024-10-05,87.86551517840336
2024-10-06,91.41667406449696
2024-10-07,109.30079559877937
2024-10-08,132.6172046228512
2024-10-09,128.79018074589683
2024-10-10,120.20083045158053
2024-10-11,95.72305182602092
2024-10-12,86.96255440680976
2024-10-13,93.91601618702316
2024-10-14,107.53549433916334
2024-10-15,130.9632426895783
2024-10-16,133.50822266199273
2024-10-17,117.1895269112774
2024-10-18,105.9116320630278
2024-10-19,92.36401904498734
2024-10-20,100.91115155023179
2024-10-21,106.28473200118233
2024-10-22,128.76071134760247
2024-10-23,128.8445966439406
2024-10-24,121.99586325123968
2024-10-25,111.88392790052735
2024-10-26,94.01530366539401
2024-10-27,102.6318811371661
2024-10-28,120.15302671694248
2024-10-29,134.78786301676664
2024-10-30,129.54080624627372
2024-10-31,119.84466403478373
2024-11-01,113.27609282655973
2024-11-02,105.55761382918453
2024-11-03,110.22397924090905
2024-11-04,124.57420752617396
2024-11-05,138.02794063158697
2024-11-06,136.25630064861807
2024-11-07,125.69059925205184
2024-11-08,110.90685174220802
2024-11-09,97.8140418735716
2024-11-10,106.91349953966272
2024-11-11,121.54057547397832
2024-11-12,129.4832136292579
2024-11-13,139.01175908222353
2024-11-14,123.99221819364101
2024-11-15,107.118772860425
2024-11-16,92.66356052545132
2024-11-17,102.29042666322806
2024-11-18,116.05875311856208
2024-11-19,131.38131599545204
2024-11-20,148.2731623479964
2024-11-21,133.8656766115437
2024-11-22,114.41899056717925
2024-11-23,110.47756493900373
2024-11-24,99.12927900187717
2024-11-25,128.0029540620582
2024-11-26,138.14039500251886
2024-11-27,150.2735802302672
2024-11-28,129.97294358061643
2024-11-29,117.40919376579811
2024-11-30,119.20803487592241
2024-12-01,115.68271911900285
2024-12-02,135.0418427954925
2024-12-03,149.3528984239676
2024-12-04,150.0030820396303
2024-12-05,139.1620433217511
2024-12-06,119.14447792214344
2024-12-07,112.6186084799447
2024-12-08,117.43778318661104
2024-12-09,132.9837203383018
2024-12-10,143.6589845263036
2024-12-11,152.6013735308726
2024-12-12,148.86349341652462
2024-12-13,128.48131885980615
2024-12-14,121.64729985066883
2024-12-15,122.41786416064171
2024-12-16,143.5068272887948
2024-12-17,157.9743875896343
2024-12-18,155.32377890197694
2024-12-19,149.38699613848303
2024-12-20,133.12001892054704
2024-12-21,123.74269811013629
2024-12-22,132.7184939868183
2024-12-23,144.65957631076793
2024-12-24,157.95587157516852
2024-12-25,170.6427497899511
2024-12-26,155.30552096370275
2024-12-27,144.4242806492827
2024-12-28,128.0601284992624
2024-12-29,131.723233223369
2024-12-30,157.9860088112633
